"Frame ID";"Cascade render";Render
215;2.7951;7.98832
216;2.80115;7.20221
217;2.82102;6.9943
218;2.85728;7.29776
219;2.86038;7.33818
220;2.89747;7.83638
221;2.90986;7.47981
222;3.02246;7.65786
223;3.04128;7.61117
224;3.09878;8.03853
225;3.16758;7.9063
226;3.14931;8.04221
227;3.13766;8.29987
228;3.14144;7.85789
229;3.11712;7.82957
230;3.13546;7.84582
231;3.15283;7.90864
232;3.09584;7.68518
233;3.08298;7.96762
234;3.02237;7.68634
235;3.00256;7.62726
236;2.99357;7.66003
237;2.97488;7.91587
238;2.97408;7.34928
239;2.96579;7.52339
240;2.96435;7.94106
241;2.96064;7.74419
242;2.93302;7.5489
243;2.95066;7.65683
244;2.9672;7.66742
245;2.92518;7.54362
246;2.92067;7.53962
247;2.90214;7.6225
248;2.90819;7.50698
249;2.9063;7.50826
250;2.91622;7.34838
251;2.92685;7.49354
252;2.92109;7.43875
253;2.93056;7.46291
254;2.91917;7.46736
255;2.93498;7.43562
256;2.95146;7.46646
257;2.94909;8.12592
258;2.95917;7.47798
259;2.97274;7.63674
260;2.9824;7.5431
261;2.97363;7.52346
262;2.99453;7.58064
263;3.0143;7.55162
264;3.02672;7.49091
265;3.02688;7.60778
266;3.05062;8.1071
267;3.08358;7.61142
268;3.1072;7.68624
269;3.13536;7.64454
270;3.1345;7.64182
271;3.1601;8.85587
272;3.18182;7.86048
273;3.2217;7.90982
274;3.23619;8.39987
275;3.24426;7.85558
276;3.2447;7.85149
277;3.24922;7.84678
278;3.27075;7.8528
279;3.26461;7.8337
280;3.28941;7.90218
281;3.29667;7.92333
282;3.28659;7.86995
283;3.29699;7.9065
284;3.29174;8.23782
285;3.32982;8.30813
286;3.32221;7.95152
287;3.34477;8.10403
288;3.35168;8.04778
289;3.34595;8.4872
290;5.10509;10.4975
291;5.07987;10.2554
292;5.10749;10.2901
293;5.13306;10.6221
294;5.14986;10.5309
295;5.21267;10.9555
296;5.16102;10.4802
297;5.14774;10.4322
298;5.19312;10.623
299;5.21869;10.4949
300;5.20758;10.5034
301;5.24685;10.5825
302;5.20554;10.6593
303;5.22682;10.4736
304;5.24381;11.9605
305;5.20493;11.0442
306;5.21958;10.5022
307;5.24035;10.5124
308;5.22573;10.4735
309;5.21862;10.4161
310;5.22381;11.1356
311;5.20858;11.3724
312;5.2175;10.6454
313;5.21296;10.4396
314;5.24259;10.4328
315;5.2111;10.4834
316;5.19101;10.5873
317;5.18922;10.8809
318;5.16915;10.4604
319;5.1041;10.3772
320;5.11402;10.4053
321;5.08685;10.2897
322;5.09635;10.34
323;5.07965;10.4156
324;5.07213;10.2971
325;5.048;10.297
326;5.04154;10.3743
327;4.98723;10.5139
328;4.95827;10.1892
329;4.91245;10.0684
330;4.89203;10.0591
331;4.87021;10.0114
332;4.86538;10.0754
333;4.81696;9.94291
334;4.79786;9.9105
335;4.7495;9.78928
336;4.77869;9.85584
337;4.74003;9.63011
338;4.68486;9.64301
339;4.69779;9.6209
340;4.64246;9.47434
341;4.63869;9.44013
342;4.61837;9.63846
343;4.54064;9.5159
344;4.51997;9.3975
345;4.48758;9.43366
346;4.4625;9.43648
347;4.42934;9.16656
348;4.36368;9.11661
349;4.35338;9.17696
350;4.2824;9.17622
351;4.27616;9.12138
352;4.19123;9.02083
353;4.1793;9.57658
354;4.02493;8.87299
355;3.8391;8.78131
356;3.78198;9.11562
357;3.71965;8.70938
358;3.65469;8.61814
359;3.57715;8.55168
360;3.4353;8.38794
361;3.32557;8.19213
362;3.20083;8.04314
363;3.25498;8.10938
364;3.35536;8.21594
365;3.30003;8.24794
366;3.2409;8.17101
367;3.25331;7.89968
368;3.2351;8.02554
369;3.20291;7.84298
370;3.15763;7.91792
371;3.05994;7.70845
372;3.03859;7.92221
373;3.08176;7.7697
374;3.04118;7.68704
375;3.05075;7.89366
376;3.04342;7.7161
377;3.07462;7.72941
378;3.13149;7.7607
379;3.21632;7.8553
380;3.22512;7.85101
381;3.20157;7.96202
382;3.17411;8.11088
383;3.2265;7.73306
384;3.29325;7.7281
385;3.28342;7.74611
386;3.26448;7.58163
387;3.28973;7.76304
388;3.30179;7.65894
389;3.20506;7.42224
390;3.20163;7.41661
391;3.1776;7.26752
392;3.14934;7.2551
393;3.13786;7.15171
394;3.09379;7.05702
395;3.02128;6.99027
396;3.6296;7.97072
397;3.56422;7.6599
398;3.5567;7.61888
399;3.61382;7.73933
400;3.59789;7.69235
401;3.65091;7.79958
402;3.65824;7.69229
403;3.73274;7.78362
404;3.80282;7.86253
405;3.84342;7.86576
406;3.84109;7.85667
407;3.86845;7.86653
408;3.86403;7.90566
409;3.91962;8.06605
410;3.93072;8.3951
411;3.94947;7.97504
412;3.93661;8.11763
413;3.94208;7.99421
414;3.94803;8.11306
415;3.94739;7.95635
416;3.95315;7.99968
417;3.98496;8.00902
418;4.00083;8.05478
419;3.9879;8.00016
420;3.99027;8.02688
421;4.0488;8.35152
422;4.06048;8.10637
423;4.06835;8.12285
424;4.07946;8.08931
425;4.06278;8.35933
426;4.04557;8.31994
427;4.02454;8.12829
428;4.04077;8.15245
429;3.98784;8.11498
430;3.99322;8.04947
431;3.9887;8.22918
432;3.99904;8.12125
433;3.98688;8.07514
434;3.96416;8.13677
435;3.98112;8.2183
436;3.99325;8.25606
437;3.99808;8.09536
438;3.98864;8.024
439;4.03405;8.14454
440;4.05098;8.40912
441;4.06806;8.13424
442;4.05814;8.72752
443;4.03053;8.18074
444;4.05011;8.11651
445;4.06218;8.18288
446;4.04992;8.08019
447;4.05178;8.12016
448;4.04515;8.2071
449;4.05302;8.12621
450;4.05366;8.08378
451;4.02634;8.25715
452;4.01405;8.34682
453;4.03094;8.11872
454;3.96771;8.97002
455;3.91843;8.00963
456;3.89357;7.95792
457;3.85936;8.23344
458;3.79987;7.9064
459;3.78022;7.95846
460;3.78662;7.97917
461;3.90339;8.09616
462;3.9215;8.16173
463;3.95043;8.15453
464;4.05149;8.27405
465;4.08403;8.51514
466;4.16566;8.78672
467;4.14096;9.09699
468;4.18758;8.7839
469;4.17213;8.98662
470;4.1808;9.07158
471;4.08061;10.5123
472;4.00474;10.3625
473;3.98154;9.32118
474;3.82694;8.88211
475;3.79869;8.75715
476;3.78397;9.06461
477;3.77277;8.89184
478;3.71901;8.61373
479;3.81827;8.76413
480;3.78576;8.87462
481;3.78486;8.95658
482;3.75126;8.91946
483;3.66157;9.11715
484;3.6809;8.82272
485;3.63808;8.75344
486;3.51942;8.62093
487;3.52867;8.52096
488;3.50726;8.60848
489;3.45168;8.83334
490;3.41034;8.5263
491;3.38243;8.50464
492;3.30048;8.5367
493;3.21824;8.53034
494;3.15565;8.27933
495;3.19856;8.30541
496;3.19846;8.36067
497;3.22214;8.42947
498;3.25066;8.39984
499;3.24653;8.34784
500;3.24224;8.41997
501;3.25648;8.45478
502;3.24218;8.43414
503;3.24147;8.3848
504;3.24486;9.78426
505;3.23693;8.54253
506;3.25126;8.37347
507;3.2457;8.52074
508;3.21926;8.48269
509;3.24381;8.43091
510;3.2703;8.63434
511;3.32906;8.59702
512;3.34019;8.50006
513;3.44922;8.62147
514;3.45542;8.6064
515;3.49504;8.69811
516;3.50282;8.6769
517;3.63958;8.82205
518;3.73507;9.31165
519;3.86038;9.11498
520;3.9336;9.09411
521;4.13546;9.29104
522;4.17216;9.4639
523;4.31347;9.6991
524;4.21338;9.48202
525;4.18077;9.43872
526;4.32666;10.2079
527;4.48502;9.7575
528;4.61034;9.86922
529;4.48544;9.2303
530;4.56451;9.07862
531;4.62502;9.25293
532;4.63072;11.0937
533;4.28371;8.72166
534;3.66931;7.91757
535;3.29674;7.74262
536;3.54099;7.65325
537;3.24912;7.28992
538;2.92643;6.96829
539;2.60406;6.6055
540;2.38749;6.39238
541;2.57286;6.67786
542;2.6751;6.55981
543;2.79024;6.74339
544;2.8247;6.80442
545;2.90528;6.75843
546;2.90042;6.83456
