"Frame ID";z-pass;min-max-reduction;"Cascade render";Render
160;9.64086;0.269632;1.82739;3.88349
161;5.88253;0.270528;1.87968;3.95334
162;5.69907;0.2696;1.8287;3.87914
163;6.32304;0.272992;1.82624;4.59088
164;7.45645;0.285344;1.80115;3.06928
165;5.80413;0.266816;1.85715;3.04246
166;6.97795;0.25728;1.87453;4.09571
167;5.41872;0.256864;1.85251;3.58646
168;6.31411;0.266016;1.84064;3.45552
169;6.51603;0.264544;1.7583;3.19082
170;6.45162;0.268832;1.74845;3.03098
171;4.72346;0.25776;1.74624;3.97478
172;6.38698;0.263392;1.71885;3.95466
173;6.1223;0.256096;1.70118;3.01258
174;5.3657;0.250368;1.70154;3.09011
175;6.76768;0.248768;1.66013;4.26198
176;5.20198;0.246272;1.63482;3.02656
177;4.84416;0.24144;1.61533;2.98157
178;5.01674;0.25568;1.5881;3.0647
179;4.99712;0.247168;1.58435;2.96934
180;4.69814;0.244416;1.5113;2.93603
181;5.6079;0.24688;1.46618;4.32083
182;4.98835;0.255456;1.48829;3.29542
183;5.28771;0.25504;1.43712;4.06794
184;5.78522;0.26208;1.4289;4.23386
185;6.64582;0.2616;1.44045;3.94374
186;5.34832;0.275008;1.4479;3.37421
187;5.59696;0.282176;1.43603;3.40563
188;7.29472;0.2872;1.4256;3.79677
189;7.20621;0.30096;1.45043;2.91594
190;4.44122;0.30464;1.47158;2.88115
191;5.06563;0.316864;1.49389;2.84627
192;6.50557;0.329952;1.50387;2.6288
193;4.29507;0.32656;1.51686;2.60032
194;4.93434;0.332096;1.58995;2.60608
195;4.97779;0.351936;1.5928;2.60192
196;5.11818;0.342304;1.60144;2.46384
197;4.51373;0.354816;1.65229;2.48122
198;4.91453;0.350976;1.69846;2.96957
199;4.3048;0.353792;1.73078;2.93347
200;4.44922;0.346848;1.77882;3.08362
201;4.62704;0.356128;1.77126;3.07632
202;4.08525;0.348224;1.80163;2.62301
203;4.77718;0.350432;1.84214;2.87238
204;4.55645;0.34496;1.8503;2.59971
205;5.59088;0.364736;1.86906;2.59984
206;4.83638;0.359584;1.86534;2.5183
207;3.91178;0.345152;1.86874;2.58765
208;5.12083;0.351264;1.85744;2.61709
209;4.16224;0.340096;1.8416;2.64438
210;4.97834;0.344544;1.81648;2.5289
211;4.63718;0.34624;1.80656;2.57469
212;4.48726;0.332416;1.78384;2.67213
213;4.01459;0.318016;1.80269;2.68813
214;4.72096;0.308416;1.80643;2.77933
215;4.7232;0.306176;1.79779;2.81859
216;4.53536;0.296544;1.81488;2.87309
217;4.4753;0.287328;1.82749;2.83251
218;4.75747;0.294976;1.79802;2.89702
219;5.61629;0.267744;1.75136;2.78275
220;4.30269;0.265344;1.8417;3.12624
221;5.04266;0.258688;1.80019;3.03014
222;4.52979;0.26128;1.73299;2.99718
223;4.66192;0.262176;1.72934;2.85091
224;4.26054;0.261952;1.724;2.89069
225;4.55658;0.269952;1.72458;3.73606
226;4.90432;0.266912;1.71507;2.58003
227;4.23014;0.274976;1.70262;2.62896
228;4.13453;0.27152;1.67565;2.47008
229;3.86144;0.270112;1.64029;2.66102
230;3.64896;0.26864;1.57837;2.52784
231;3.68787;0.266048;1.56461;2.28938
232;4.48458;0.268;1.54512;2.31453
233;4.02138;0.259904;1.52806;2.55482
234;4.2065;0.26592;1.49818;2.13706
235;4.1928;0.255808;1.48794;2.03706
236;3.48406;0.254624;1.45283;3.02118
237;3.81142;0.252032;1.45488;2.04864
238;3.79616;0.244704;1.42912;2.0248
239;3.4481;0.237408;1.42285;1.96195
240;4.07149;0.234784;1.38093;1.99747
241;3.38333;0.227872;1.35795;1.93053
242;3.48237;0.236448;1.38307;1.87117
243;3.21642;0.231328;1.30013;1.87027
244;3.45837;0.222816;1.2903;1.91318
245;3.26547;0.221472;1.29408;1.82304
246;3.3344;0.208352;1.27869;2.6352
247;3.19578;0.20896;1.2583;2.04646
248;3.44739;0.211136;1.22013;1.81744
249;3.92458;0.19728;1.23107;1.67344
250;3.90275;0.188032;1.16787;1.76704
251;4.17741;0.191008;1.13978;1.72275
252;3.2721;0.181216;1.11187;1.62509
253;3.40477;0.177216;1.12173;1.47907
254;3.76544;0.16496;0.953952;1.50032
255;3.30022;0.141632;1.09328;1.50355
256;3.27971;0.147936;1.0983;1.43792
257;3.58093;0.152224;0.940128;1.61155
258;3.50493;0.156768;1.0041;1.61373
259;3.65952;0.165152;1.02381;1.776
260;3.33424;0.157568;1.19379;2.66022
261;3.57706;0.163264;1.24794;1.76989
262;3.20634;0.155936;1.33731;1.66829
263;3.7849;0.160736;1.3489;1.76726
264;3.66266;0.153184;1.43738;1.71146
265;3.4487;0.151168;1.37037;2.05395
266;2.86976;0.14864;1.3073;1.97491
267;2.87674;0.148736;1.28234;1.59066
268;3.3735;0.145952;1.204;1.48669
269;3.20224;0.141248;1.16275;1.61094
270;3.6833;0.13664;1.09958;1.89357
271;3.36608;0.134432;1.05946;1.36982
272;4.11136;0.138944;1.0455;1.88614
273;3.04589;0.127296;0.99584;1.31005
274;4.12928;0.122496;0.974336;2.30589
275;2.66608;0.114784;0.91088;1.248
276;3.1639;0.111584;0.810624;1.30883
277;4.07517;0.103168;0.731616;1.14595
278;4.81402;0.102464;0.666848;1.75008
279;7.55139;0.096832;0.623136;1.30624
280;4.57021;0.094592;0.561568;1.05571
281;5.23987;0.091072;0.52576;1.92998
282;4.32134;0.091328;0.517792;1.0744
283;3.65107;0.08832;0.454912;1.06688
284;4.28826;0.090592;0.416864;1.49405
285;3.84643;0.085696;0.40272;1.02371
286;3.61984;0.086304;0.382656;1.42899
287;4.10899;0.079296;0.358944;1.14416
288;4.44998;0.0696;0.332256;1.18275
289;4.71837;0.049504;0.320896;1.96973
290;3.60477;0.049504;0.351136;1.20067
291;3.85402;0.050304;0.342656;2.27184
292;5.09661;0.050336;0.345952;2.02445
293;4.14483;0.04976;0.34496;1.87824
294;4.54531;0.049472;0.351424;1.50179
295;5.65155;0.04992;0.358528;2.49488
296;4.69248;0.050752;0.388352;1.78771
297;4.15773;0.04944;0.36464;1.81549
298;4.63059;0.049856;0.370176;1.7808
299;4.70096;0.050144;0.367968;1.92154
300;5.15354;0.049536;0.372768;1.85133
301;4.68762;0.04992;0.369984;2.01651
302;4.44947;0.049664;0.356384;1.95827
303;4.43363;0.050016;0.344416;1.88912
304;4.18733;0.0496;0.323168;1.67331
305;4.54634;0.049632;0.299808;1.83712
306;3.88355;0.049728;0.28672;1.61485
307;4.08922;0.0504;0.276224;1.2217
308;4.36947;0.049888;0.264352;1.34288
309;4.37517;0.049888;0.261984;1.41098
310;4.52646;0.049568;0.27312;1.61942
311;4.73523;0.049696;0.300448;1.69082
312;4.78336;0.050176;0.320928;1.76006
313;4.36083;0.051328;0.333504;1.99885
314;4.30698;0.050368;0.358048;1.96234
315;4.58566;0.050624;0.409504;2.19744
316;4.95574;0.051776;0.410272;2.05066
317;5.50768;0.04944;0.406976;2.20912
318;4.70733;0.048544;0.422208;2.17648
319;5.20762;0.049376;0.443872;2.54637
320;4.70643;0.049504;0.46224;2.63581
321;4.58323;0.05008;0.48608;2.27232
322;5.69658;0.049856;0.511776;2.41187
323;5.32525;0.049792;0.540256;2.33434
324;4.90861;0.050112;0.564832;2.49408
325;6.22877;0.048608;0.588544;3.09309
326;4.9152;0.048768;0.620192;2.53949
327;4.94051;0.113824;0.627776;2.67744
328;4.9375;0.125696;1.26371;2.56038
329;4.80173;0.137664;1.27267;2.71645
330;4.79302;0.210336;1.22771;2.86678
331;5.07664;0.18752;1.21395;3.03974
332;5.20854;0.201056;1.32118;3.29808
333;5.08912;0.238592;1.37501;3.60006
334;5.56669;0.267584;1.38675;3.41898
335;5.44128;0.272192;1.56371;3.42966
336;5.62365;0.283776;1.35018;3.49494
337;5.48803;0.295072;1.3513;3.57354
338;5.86723;0.309472;1.31411;3.52022
339;7.23632;0.322144;1.33306;3.77661
340;5.72211;0.342656;1.33165;3.53779
341;5.89638;0.350912;1.37965;3.57798
342;5.3025;0.357024;1.38426;3.51773
343;5.04448;0.361056;1.42288;3.57357
344;5.87603;0.36208;1.44317;3.65165
345;4.98451;0.35728;1.49293;3.52054
346;5.30371;0.3656;1.50861;4.0945
347;6.19917;0.359456;1.50557;3.89242
348;5.66554;0.362112;1.54022;4.13382
349;5.21117;0.360096;1.57139;3.69619
350;5.30528;0.361184;1.58157;3.78186
351;5.76477;0.355104;1.55229;3.70272
352;5.14618;0.346368;1.53667;3.92224
353;5.95747;0.348064;1.67562;3.60214
354;5.51709;0.343552;1.93805;3.55933
355;6.1361;0.345888;1.94611;3.6008
356;5.36246;0.347936;1.93274;3.72166
357;5.77418;0.340192;1.93123;3.59133
358;5.55338;0.342848;1.92909;3.63283
359;5.57306;0.345664;1.88698;3.50768
360;5.04182;0.337472;1.85398;3.49565
361;5.67379;0.32928;1.7904;4.03158
362;5.53181;0.324256;1.76029;3.80032
363;5.0968;0.32944;1.34787;3.9865
364;5.22666;0.332352;1.2896;3.8385
365;5.60086;0.33936;1.23971;3.75661
366;4.87722;0.347104;1.24717;3.56957
367;5.83158;0.352064;1.24768;3.73386
368;5.6665;0.359296;1.25466;3.66336
369;6.88422;0.351872;1.2848;3.96461
370;6.53363;0.349792;1.26989;3.78829
371;5.9447;0.354464;1.64944;3.47658
372;5.48906;0.351072;1.62006;3.62986
373;5.02733;0.351104;1.5991;3.51219
374;6.07328;0.34448;1.58838;3.58538
375;5.61846;0.351552;1.57763;3.45642
376;5.20339;0.3512;1.19997;3.73146
377;5.5095;0.337952;1.11376;3.6664
378;5.38067;0.347872;1.07286;3.70445
379;5.66579;0.33664;1.03552;3.73421
380;5.29718;0.352608;1.02659;3.88982
381;6.27571;0.3464;0.986432;5.03754
382;6.47107;0.354976;0.959008;3.59574
383;5.22106;0.361344;0.919328;3.84954
384;6.14304;0.359712;0.900384;3.46243
385;5.47978;0.36544;0.887968;3.58992
386;5.90448;0.367936;0.848;3.57136
387;5.07958;0.377632;0.84592;3.47939
388;5.5023;0.380128;0.864288;3.4175
389;5.72086;0.386336;1.36739;3.26186
390;5.80662;0.384448;1.34141;3.09459
391;5.26886;0.395008;1.33843;3.01053
392;4.92896;0.395488;1.3273;2.94128
393;4.60762;0.392288;1.32224;3.17446
394;4.49027;0.389952;1.37155;2.70794
395;4.83459;0.378048;1.40787;3.01891
396;4.29581;0.352384;1.51242;2.92234
397;4.56582;0.316576;2.08006;2.68525
398;4.74307;0.307392;2.25315;2.80867
399;5.82122;0.298176;2.26477;2.82198
400;4.2039;0.298624;2.30506;2.76112
401;5.02054;0.296608;2.32899;2.51936
402;4.50442;0.302752;2.38464;2.60778
403;4.16806;0.309728;2.36534;2.5807
404;4.04608;0.309568;2.44762;2.55325
405;4.26096;0.320544;2.5135;2.46064
406;5.12173;0.315616;2.59562;2.85392
407;3.93693;0.327104;2.61034;2.49002
408;4.78755;0.323296;2.6193;2.4464
409;4.33904;0.325632;2.63565;2.4952
410;4.09414;0.323328;2.60502;2.54858
411;3.80768;0.327584;2.56957;2.22749
412;3.82074;0.328704;2.55818;2.37354
413;3.53104;0.32576;2.52435;2.38371
414;5.28115;0.325504;2.50051;2.36403
415;4.69459;0.331136;2.50877;2.44224
416;4.29123;0.323648;2.44298;2.62342
417;3.92022;0.320576;2.43366;2.21414
418;3.42579;0.316416;2.33894;2.10259
419;3.60205;0.310688;2.30301;2.02688
420;3.46442;0.300736;2.4977;2.2905
421;3.21309;0.287776;2.48723;1.93357
422;3.26352;0.273632;2.44605;1.88243
423;3.31494;0.274464;2.38448;1.9216
424;3.33053;0.250656;2.34915;2.09824
425;3.19539;0.256896;2.26608;2.10499
426;3.28278;0.243296;2.22611;2.05037
427;3.03581;0.244384;2.06835;2.01821
428;3.60061;0.246784;1.88771;1.8944
429;3.55562;0.245792;1.77978;2.3177
430;3.5215;0.24672;1.72909;1.85568
431;3.55891;0.243264;1.60442;1.78915
432;3.28582;0.238464;1.49418;1.9713
433;3.24486;0.237984;1.40048;1.87878
434;3.65462;0.238208;1.4239;1.96467
435;3.08819;0.24608;1.44598;1.86605
436;3.18189;0.260096;1.44339;1.88451
437;4.47123;0.259776;1.55446;1.91219
438;3.69264;0.267424;1.64099;2.1961
439;4.16506;0.275552;1.6633;1.98413
440;3.87718;0.286944;1.73997;2.10931
441;3.38022;0.292608;1.768;2.20237
442;3.88675;0.313984;1.73187;2.072
443;3.43078;0.33312;1.74669;2.2023
444;4.56771;0.352096;1.80634;2.59613
445;4.72451;0.3632;1.71734;2.28474
446;4.44262;0.376352;1.6063;2.16579
447;4.24493;0.398304;1.32941;2.26086
448;4.18317;0.413984;1.1841;2.36413
449;4.6761;0.428832;1.15654;2.50746
450;4.47533;0.428128;1.14067;2.78566
451;5.12675;0.42592;1.16787;2.84589
452;4.82691;0.420736;1.31802;3.02352
453;5.19203;0.41632;1.40234;2.88486
454;5.15626;0.4096;1.36998;3.12182
455;4.83338;0.406496;1.3744;3.18326
456;4.69949;0.401504;1.39094;3.19459
457;5.53987;0.391072;1.41446;4.02205
458;5.58579;0.384576;1.42976;3.1313
459;7.21629;0.385856;1.4425;3.3351
460;6.22976;0.390752;1.452;3.16858
461;5.51907;0.379328;1.46195;3.64912
462;4.94787;0.383456;1.46678;3.55376
463;4.73898;0.380416;1.45168;4.54586
464;5.05926;0.379552;1.45373;3.34128
465;5.12685;0.368672;1.4151;3.29517
466;4.88538;0.374784;1.40102;3.49306
467;5.4024;0.3952;1.3576;3.35722
468;5.30381;0.39344;1.28918;3.80691
469;5.42918;0.394752;1.25251;3.67005
470;6.04272;0.387552;1.25446;3.52931
471;5.60906;0.386112;1.24416;3.89398
472;5.63462;0.392448;1.22829;3.53146
473;4.91971;0.404576;1.21194;3.58477
474;5.56637;0.421408;1.21968;3.33955
475;6.30707;0.4256;1.21917;5.72854
476;8.44285;0.426592;1.22186;3.592
477;5.81904;0.42544;1.22115;4.91178
478;5.94243;0.424288;1.22006;3.42016
479;6.05882;0.420672;1.23517;3.33382
480;6.08829;0.423552;1.31222;3.24138
481;4.96608;0.425152;1.38224;3.32813
482;5.38026;0.392704;1.43757;3.59466
483;4.88762;0.37824;1.55046;3.3856
484;4.7424;0.380896;1.61923;3.01344
485;5.0528;0.381024;1.72112;3.17914
486;5.18931;0.368416;1.8993;3.21184
487;4.97709;0.353696;2.03923;3.20854
488;4.89104;0.346784;2.3601;3.03178
489;5.53197;0.342144;2.50701;2.84928
490;4.94787;0.339296;2.55802;2.83981
491;5.32541;0.342688;2.5616;2.79238
492;4.42118;0.344064;2.5576;2.77834
493;4.23322;0.35584;2.52403;2.66368
494;5.01101;0.365984;2.5136;2.71562
495;4.38317;0.374176;2.516;2.60378
496;4.14246;0.38192;2.47069;2.35104
497;4.33059;0.390496;2.45424;2.24416
498;4.69226;0.393664;2.39891;2.0736
499;3.95114;0.39568;2.28877;2.06106
500;4.9089;0.38368;2.30042;1.95283
501;3.88029;0.373696;2.34947;1.57693
502;4.42819;0.357856;2.40966;1.63254
503;3.94736;0.329856;2.59718;1.66051
504;4.00086;0.31936;2.6959;1.77962
505;4.5399;0.312768;2.74646;1.65619
506;4.31014;0.310528;2.7352;1.84483
507;3.7049;0.316864;2.78022;1.93491
508;4.1809;0.301952;2.88224;2.01539
509;4.06925;0.289952;2.95203;1.95162
510;4.18202;0.295936;2.94125;1.8392
511;4.09651;0.287008;2.7648;1.96659
512;4.14765;0.279648;2.76954;2.0097
513;3.92496;0.282784;2.66874;2.05594
514;3.9743;0.297664;2.68026;2.20528
515;3.85722;0.304736;2.69565;2.16637
516;3.49578;0.2976;2.76899;2.18333
517;4.30403;0.301696;2.91213;2.03152
518;4.6047;0.30288;2.90931;2.6647
519;5.01075;0.277376;2.94662;2.12397
520;4.11859;0.292512;2.91405;1.85731
521;4.17658;0.294464;2.93824;1.98173
522;3.49664;0.279264;2.93354;1.91498
523;3.7432;0.279552;2.91818;1.83088
524;5.21869;0.273952;2.9168;1.70813
525;3.61139;0.270368;2.90509;1.68541
526;3.30714;0.25888;2.89693;1.77642
527;3.19942;0.24272;2.89155;1.47005
528;3.34528;0.230208;2.85034;1.38826
529;2.94816;0.216992;2.83213;1.3209
530;3.85789;0.209184;2.79046;1.4159
531;3.46826;0.211168;2.75494;1.79939
532;3.88198;0.229824;2.72717;1.70883
533;4.33818;0.242176;2.74669;2.19507
534;4.94877;0.264128;2.62099;2.88285
535;5.18362;0.2744;2.54006;3.84758
536;5.67414;0.281184;2.48595;3.65274
537;5.38067;0.281696;2.44662;3.60877
538;4.98771;0.2896;2.46973;3.61194
539;5.06499;0.291616;2.56845;3.61296
540;5.49178;0.302848;2.68336;3.66275
541;5.50438;0.308544;2.80752;3.94986
542;5.16243;0.319488;2.60678;4.15254
543;5.06195;0.337376;2.22528;4.2288
544;5.10429;0.333216;2.01584;3.82845
545;5.15466;0.332192;1.93702;3.91149
546;5.40864;0.324608;1.90182;4.32682
547;5.30778;0.320416;1.904;3.95229
548;5.4856;0.320288;1.89523;3.92422
549;6.84093;0.324704;1.9039;3.8577
550;5.6984;0.321952;1.85603;3.83315
551;5.69632;0.315328;1.85286;3.71251
552;6.06506;0.314784;1.84938;3.78128
553;5.03555;0.314368;1.82061;3.87965
554;5.45994;0.31072;1.81731;3.752
555;5.45667;0.311616;1.77856;3.7928
556;5.41107;0.306272;1.74058;4.13174
557;5.18522;0.3032;1.78368;3.75181
558;5.00586;0.299104;1.80099;4.04266
559;5.31824;0.293312;1.81622;3.96982
560;5.3977;0.293216;1.82963;3.86467
561;6.60074;0.273472;1.95472;5.34003
562;5.42218;0.266336;2.09965;3.80176
563;5.38986;0.260736;2.0856;4.02202
564;5.55968;0.253216;2.04874;3.70554
565;5.93734;0.248384;2.21427;3.62061
566;5.97859;0.241888;2.30832;3.78682
567;5.12259;0.238944;2.3633;3.77072
568;7.28058;0.235744;2.36038;3.69488
569;5.12778;0.232192;2.41091;3.56848
570;5.5639;0.229504;2.40349;3.84595
571;5.21181;0.229856;2.43642;4.04243
572;5.80931;0.235936;2.40803;3.96976
573;5.10656;0.227328;2.31974;3.94426
574;5.55357;0.227296;2.40986;3.75699
575;4.94358;0.229664;2.4663;3.74909
576;5.40253;0.230944;2.51987;3.72109
577;5.56192;0.235648;2.5335;3.8991
578;5.68707;0.238272;2.552;3.928
579;6.30614;0.248352;2.5329;5.41901
580;8.42691;0.252736;2.50707;4.03107
581;5.6567;0.2744;2.4433;3.65238
582;5.01427;0.287712;2.32442;3.84797
583;5.66797;0.302464;2.30349;3.59715
584;5.0129;0.309472;2.32979;3.6728
585;5.47584;0.313856;2.32349;4.14403
586;5.07686;0.327072;2.33862;4.03888
587;5.13424;0.330464;2.33286;3.89878
588;5.24637;0.338432;2.31197;4.05997
589;6.36;0.341952;2.25094;3.86976
590;5.76586;0.3472;2.33034;4.19946
591;6.5792;0.356608;2.38688;3.74986
592;6.40883;0.38896;2.43978;3.77475
593;5.9672;0.39744;2.19571;3.76691
594;5.97046;0.403552;2.17101;3.92051
595;5.86058;0.40944;2.12339;3.82541
596;6.17818;0.419328;2.1104;3.77245
597;6.04035;0.417728;2.0583;3.9689
598;5.82086;0.42048;2.02048;3.79171
599;6.21738;0.423456;2.01043;4.02352
600;5.32301;0.423168;1.99187;4.16931
601;5.87462;0.423936;1.9641;3.76618
602;5.14915;0.427424;1.94205;4.08682
603;5.50467;0.42688;1.93376;3.93373
604;5.01299;0.427968;1.88563;3.78461
605;5.96675;0.418208;1.88675;3.93651
606;6.10368;0.423168;1.86464;3.76774
607;5.39581;0.419648;1.85171;3.94182
608;5.73382;0.413248;1.83568;3.70426
609;5.95344;0.4096;1.81725;3.75315
610;6.27939;0.397216;1.80374;3.84102
611;6.07546;0.392128;1.92346;3.88589
612;6.88627;0.389952;1.89334;3.94118
613;6.1751;0.377312;1.84819;3.81043
614;5.80374;0.37952;1.8407;3.97942
615;5.98653;0.3688;1.8433;3.76394
616;5.30742;0.362272;1.84266;3.6768
617;5.25152;0.363872;1.85472;3.67043
618;5.39171;0.353152;1.8425;3.68304
619;5.5873;0.357472;1.86307;3.57309
620;5.27318;0.34864;1.86125;3.49507
621;6.19446;0.342592;1.85674;3.37168
622;5.49731;0.338528;1.86893;3.39443
623;6.06576;0.33312;1.87907;3.60173
624;5.98765;0.329728;1.8759;3.47504
625;5.64627;0.32256;1.88358;3.53946
626;6.55466;0.321696;1.89232;3.40157
627;5.31962;0.312992;1.87683;3.40758
628;5.31782;0.322016;1.88774;3.38966
629;6.44429;0.313184;1.89696;3.5392
630;5.41302;0.312224;1.86893;3.55712
