"Frame ID";"Cascade render";Render
174;2.28208;0.787648
175;2.50042;0.895168
176;2.31805;0.858112
177;2.57939;0.820224
178;2.564;0.72624
179;2.4936;0.810176
180;2.43946;0.814464
181;2.40131;0.724096
182;2.38067;0.690848
183;2.36074;0.693408
184;2.46093;0.665024
185;2.4904;0.625472
186;2.4111;0.644192
187;2.52134;0.580544
188;2.34944;0.643872
189;2.41542;0.583904
190;2.39613;0.586656
191;2.41235;0.611424
192;2.48294;0.539264
193;2.34618;0.595872
194;2.30394;0.585408
195;2.24496;0.541984
196;2.0551;0.473792
197;2.37325;0.827232
198;2.34208;0.554752
199;2.39258;0.60576
200;2.22102;0.550528
201;1.96957;0.471456
202;1.83754;0.484
203;1.77638;0.520192
204;1.73037;0.463392
205;1.65174;0.535296
206;1.65338;0.569792
207;1.63318;0.596224
208;1.63485;0.581152
209;1.53811;0.62064
210;1.59619;0.696
211;1.60266;0.722048
212;1.6833;0.839584
213;1.81066;0.846048
214;1.88278;0.849888
215;2.16173;0.906336
216;2.03651;0.94384
217;1.87056;0.928384
218;2.38032;1.09405
219;2.13898;1.15219
220;2.44214;1.39395
221;2.35421;1.06579
222;2.80858;1.00992
223;2.17622;1.01622
224;2.25126;1.05581
225;3.07021;1.0752
226;2.34691;0.98656
227;2.05437;1.00371
228;2.41738;0.98784
229;2.13277;1.02509
230;2.35187;1.00851
231;2.23606;0.930048
232;2.29818;0.901888
233;2.13059;0.972352
234;2.05674;0.841056
235;1.66611;1.0385
236;1.77232;0.808768
237;2.02515;0.7336
238;1.8311;0.805888
239;1.84944;0.725344
240;1.54931;0.686336
241;1.73139;0.69632
242;1.91942;0.637888
243;1.81523;0.570688
244;1.64323;0.54928
245;1.51866;0.751936
246;1.94154;0.670208
247;1.69446;0.479968
248;1.67408;0.497568
249;1.39424;0.560928
250;2.13472;0.679616
251;1.79498;0.623072
252;1.78986;0.5648
253;1.88342;0.545344
254;2.07811;0.569952
255;1.96941;0.829856
256;1.68934;0.564448
257;2.02186;0.630688
258;1.69165;0.58304
259;2.03712;0.646848
260;2.10022;0.73152
261;2.18259;0.748256
262;2.11062;0.665472
263;2.17699;0.810144
264;2.12438;0.686848
265;2.10835;1.03654
266;2.48758;1.17008
267;2.60765;1.34166
268;2.35968;1.46531
269;2.43258;1.51069
270;2.63005;1.65526
271;2.60739;1.68781
272;2.64842;1.7561
273;2.5449;1.76496
274;2.48621;1.82752
275;2.81514;1.93056
276;3.02397;1.9864
277;2.63722;2.01248
278;3.10042;2.00611
279;2.7231;2.03187
280;2.9552;2.21066
281;2.70848;2.11869
282;2.7825;2.05059
283;2.67168;2.25475
284;2.73299;2.07536
285;2.62691;1.92928
286;2.77264;1.86765
287;2.72502;1.85923
288;2.54966;1.81821
289;2.70752;1.73942
290;2.83226;1.71334
291;2.51955;1.60099
292;2.69616;1.61402
293;2.47501;1.62422
294;2.51194;1.61162
295;3.11341;1.44416
296;2.66819;1.40374
297;3.33536;1.33594
298;3.2681;1.36685
299;3.31056;1.54768
300;4.49334;1.31917
301;3.79904;1.30051
302;3.20214;1.34147
303;3.86813;1.29795
304;3.25622;1.33267
305;3.43469;1.36858
306;3.9495;1.34723
307;3.21082;1.44035
308;3.46925;1.32186
309;3.82867;1.28592
310;3.96874;1.30842
311;3.7257;1.18858
312;3.71542;1.11699
313;3.22627;1.13258
314;3.36003;1.0416
315;4.39718;1.0095
316;3.1817;0.978048
317;3.6305;0.944256
318;3.01437;1.00506
319;3.22022;1.02739
320;3.56781;1.03795
321;3.13309;1.46448
322;3.08416;1.28736
323;3.30586;1.31514
324;3.79661;1.36029
325;3.16627;1.3336
326;3.68886;1.39939
327;3.29571;1.42195
328;2.98339;1.3993
329;3.43306;1.39114
330;3.2727;1.40035
331;3.69222;1.38426
332;4.10083;1.38586
333;3.27968;1.34429
334;3.20704;1.38701
335;3.73235;1.33254
336;3.72774;1.35229
337;3.76112;1.25914
338;3.71955;1.26442
339;3.67414;1.19238
340;4.17101;1.17901
341;4.40851;1.1537
342;3.2329;1.10294
343;3.31139;1.07062
344;3.32029;1.00851
345;3.85779;0.967456
346;4.04307;0.993376
347;3.74918;0.91104
348;3.38166;0.905408
349;3.4897;0.927424
350;3.1808;0.971584
351;3.92698;0.95856
352;3.89939;1.04211
353;4.20131;1.25933
354;4.14202;0.967808
355;3.3608;1.00486
356;3.9552;1.02963
357;4.26666;1.02611
358;4.11856;1.07629
359;4.16755;1.18998
360;4.12538;1.11203
361;4.05558;1.12771
362;3.73837;1.15699
363;4.26278;1.12003
364;4.56726;1.14768
365;4.25235;1.37642
366;4.48122;1.21965
367;4.56506;1.27597
368;4.61661;1.42787
369;4.87821;1.4265
370;4.67485;1.33069
371;4.80368;2.3879
372;4.99181;1.48275
373;5.30317;1.60758
374;4.84544;1.51981
375;5.36381;1.78368
376;4.54723;1.28083
377;4.69683;1.31165
378;5.01373;1.3432
379;4.9679;1.41376
380;5.01773;1.79283
381;4.86624;4.23094
382;4.37574;1.77107
383;4.88314;2.21744
384;4.53181;1.65792
385;5.47965;1.51885
386;4.83597;1.44384
387;5.34301;1.48877
388;4.40128;1.43581
389;4.51405;1.49024
390;5.10659;1.35581
391;4.43658;1.48614
392;4.81786;1.42205
393;4.29658;1.35962
394;4.3161;1.33072
395;4.80675;1.38317
396;4.78598;1.37149
397;4.81456;1.36093
398;4.65526;1.39494
399;4.70602;1.39478
400;4.62646;1.50986
401;4.59779;1.42944
402;3.89741;1.41462
403;3.96128;1.42205
404;4.13786;1.36954
405;4.58294;1.40966
406;4.00534;1.41158
407;4.18851;1.44125
408;4.65379;1.4872
409;4.2007;1.43613
410;4.66246;1.63738
411;3.89293;1.66426
412;3.91734;1.61824
413;4.69686;1.56275
414;4.85686;1.51168
415;4.6897;1.51014
416;3.9936;1.66256
417;4.90618;1.52803
418;4.62179;1.5728
419;3.97581;1.63491
420;4.44451;1.60512
421;4.63795;1.58998
422;4.48218;1.61882
423;3.90768;1.62125
424;4.45101;1.63875
425;4.41373;1.64304
426;3.83824;1.58861
427;3.79869;1.61901
428;4.33222;1.60416
429;3.62896;1.61155
430;4.16445;1.58579
431;4.7775;1.6511
432;4.11523;1.57642
433;4.32614;1.54621
434;3.89472;1.54483
435;4.2224;1.54106
436;4.19722;1.58224
437;3.70598;1.56989
438;4.10749;1.53789
439;4.09322;1.53606
440;4.18342;1.46234
441;3.58854;1.78781
442;4.10112;1.50742
443;4.10326;1.5559
444;4.17984;1.60285
445;4.16013;1.64864
446;3.61962;1.6505
447;3.73869;1.66694
448;4.12262;1.65888
449;3.53136;1.71629
450;4.11168;1.68272
451;3.44918;1.74864
452;3.58352;1.8201
453;4.04182;1.91376
454;3.87949;1.93229
455;4.0232;1.95824
456;3.75405;2.0464
457;5.00195;2.68922
458;4.96582;2.63926
459;5.12794;2.58909
460;5.15312;2.52832
461;5.19584;2.59472
462;5.19389;2.63597
463;4.9904;2.52202
464;5.0305;2.45075
465;5.03341;2.34397
466;5.15344;2.27955
467;5.0984;2.18397
468;4.9536;2.05696
469;4.56266;2.00646
470;4.73866;2.09546
471;4.84803;2.24336
472;4.54038;2.11619
473;4.54867;2.15338
474;4.70118;2.08819
475;4.63296;2.14016
476;4.84662;2.06861
477;4.73997;2.03245
478;4.79824;1.8464
479;4.84627;1.73302
480;4.83491;1.6529
481;5.01763;1.6504
482;4.69536;1.60189
483;4.93258;1.62112
484;4.86326;1.56493
485;5.03494;1.70883
486;4.73677;1.55885
487;4.78246;1.53629
488;5.07206;1.61795
489;5.14256;1.63789
490;5.21766;1.63139
491;5.32064;1.72979
492;5.2352;1.77194
493;5.50109;1.8912
494;5.51728;2.08086
495;5.71386;2.17213
496;5.66643;2.332
497;6.21904;2.68474
498;7.01485;2.75507
499;7.00106;2.80765
500;7.05782;2.37491
501;7.02061;2.52166
502;6.7095;2.32106
503;6.59741;2.3985
504;6.66304;2.39869
505;6.72406;2.30454
506;6.57395;2.32762
507;6.70352;2.3776
508;6.63811;2.36768
509;6.31488;2.35664
510;6.50992;2.29622
511;6.51062;2.29741
512;6.4641;2.34285
513;6.91187;2.28099
514;6.5768;2.30813
515;6.73811;2.37949
516;6.68013;2.40557
517;6.72682;2.44851
518;6.49296;2.45549
519;6.7688;2.45693
520;6.86618;2.79875
521;7.37549;2.43805
522;6.83834;2.78758
523;7.29875;2.51674
524;7.32499;2.51088
525;7.51568;2.51798
526;7.45974;2.56125
527;7.31053;2.55299
528;7.51811;2.56128
529;7.37907;2.62688
530;7.24003;2.58413
531;7.32998;2.6153
532;7.3753;2.68374
533;7.13008;2.63472
534;7.54704;2.67296
535;7.42003;2.67914
536;7.40176;2.64442
537;6.37546;1.89782
538;5.35741;1.90784
539;5.00666;1.9129
540;6.11373;1.9529
541;5.37395;1.93619
542;5.37882;1.92851
543;5.40528;1.88582
544;5.35002;1.91754
545;5.40691;2.03818
546;4.79286;1.95485
547;4.92854;1.94368
548;5.46019;1.95341
549;5.00595;1.9424
550;5.51718;2.06176
551;4.98739;1.91594
552;5.44317;1.91104
553;5.41034;1.94848
554;5.18045;2.02835
555;5.52954;1.91146
556;4.90627;1.94915
557;5.50448;1.91517
558;5.57267;1.90157
559;5.06352;1.94784
560;5.65395;1.93299
561;5.60701;1.93866
562;5.5487;1.89936
563;5.54099;2.04854
564;5.46054;2.10515
565;4.86874;1.93107
566;4.8761;1.94333
567;5.43974;1.9649
568;4.77914;1.97085
569;4.83853;1.94566
570;5.51994;1.94742
571;5.4528;1.95699
572;5.424;1.95168
573;4.69274;1.85062
574;5.36179;1.84938
575;5.25638;1.80877
576;4.74582;1.86301
577;4.87642;1.80429
578;4.72941;1.82966
579;4.99997;1.77434
580;4.81213;1.8377
581;4.51309;1.84019
582;4.19632;1.77962
583;4.38096;1.75994
584;4.82541;1.85955
585;4.86253;1.69485
586;4.49834;1.66467
587;4.96227;1.72371
588;5.06125;1.68262
589;4.54845;1.65702
590;4.91645;1.67088
591;4.39776;1.6711
592;4.49626;1.66374
593;5.07965;1.68442
594;5.38214;1.66032
595;5.03293;1.64614
596;4.65421;1.6896
597;4.53683;1.67443
598;5.1791;1.70528
599;5.24464;1.70288
600;5.29418;1.69242
601;5.16016;1.67165
602;5.18688;1.7711
603;5.40131;1.64614
604;4.79568;1.60774
605;5.21219;1.69232
606;5.24115;1.61482
607;5.27216;1.59078
608;4.76627;1.6008
609;5.4465;1.63501
610;5.29379;1.66998
611;5.25395;1.56896
612;5.29741;1.53411
613;4.7207;1.59574
614;5.052;1.61814
615;4.89952;1.77437
616;4.62794;1.56454
617;4.81574;1.59434
618;4.81251;1.62272
619;4.8703;1.62176
620;4.82221;1.63942
621;4.68253;3.6384
622;4.79837;1.64634
623;4.73782;1.88733
624;4.79114;1.70048
625;5.18851;1.77315
626;4.5479;1.9465
627;4.7553;1.71725
628;4.7937;1.76819
629;4.74;1.78333
630;4.63514;1.73107
631;4.36067;1.7295
632;4.57056;1.78246
633;4.5497;1.73027
634;4.39149;1.75034
635;4.97901;1.86506
636;5.05773;1.91024
637;5.00819;1.84989
638;4.95728;1.86522
639;5.37594;1.86058
640;5.46797;1.89821
